scenario,timestamp,junction,vehicle_count,queue_length,average_speed,average_waiting,congestion_level
j3_surge,276.0,J2,15,6,4.89,0.47,HIGH
j3_surge,276.0,J3,19,7,4.87,0.53,HIGH
j3_surge,276.0,J4,11,4,7.22,0.55,MODERATE
j3_surge,281.0,J1,22,4,8.08,0.59,HIGH
j3_surge,281.0,J2,16,3,7.27,1.12,HIGH
j3_surge,281.0,J3,24,6,7.79,0.96,HIGH
j3_surge,281.0,J4,13,4,8.58,1.77,MODERATE
j3_surge,286.0,J1,21,4,9.08,1.33,HIGH
j3_surge,286.0,J2,9,3,7.63,3.67,MODERATE
j3_surge,286.0,J3,21,5,8.41,2.19,HIGH
j3_surge,286.0,J4,14,5,7.26,3.21,MODERATE
j3_surge,291.0,J1,16,4,8.68,3.0,HIGH
j3_surge,291.0,J2,8,5,5.0,6.12,HIGH
j3_surge,291.0,J3,21,7,7.04,3.48,HIGH
j3_surge,291.0,J4,14,5,6.59,5.0,MODERATE
j3_surge,296.0,J1,12,6,5.81,5.83,HIGH
j3_surge,296.0,J2,7,4,5.25,9.86,MODERATE
j3_surge,296.0,J3,18,8,5.46,6.22,HIGH
j3_surge,296.0,J4,11,6,5.63,8.82,HIGH
j3_surge,301.0,J1,12,7,4.74,8.08,HIGH
j3_surge,301.0,J2,10,5,5.4,8.9,MODERATE
j3_surge,301.0,J3,18,10,5.09,8.61,CRITICAL
j3_surge,301.0,J4,11,7,4.31,11.55,HIGH
j3_surge,306.0,J1,13,8,4.51,9.85,HIGH
j3_surge,306.0,J2,9,5,5.35,12.56,MODERATE
j3_surge,306.0,J3,18,11,4.44,11.28,CRITICAL
j3_surge,306.0,J4,11,7,3.35,14.73,HIGH
j3_surge,311.0,J1,16,9,5.12,10.56,HIGH
j3_surge,311.0,J2,10,7,4.03,13.9,HIGH
j3_surge,311.0,J3,18,12,3.64,14.33,CRITICAL
j3_surge,311.0,J4,13,9,3.19,15.54,HIGH
j3_surge,316.0,J1,17,11,3.76,5.65,CRITICAL
j3_surge,316.0,J2,10,6,4.56,2.0,HIGH
j3_surge,316.0,J3,19,14,2.9,8.37,CRITICAL
j3_surge,316.0,J4,14,10,4.08,6.29,CRITICAL
j3_surge,321.0,J1,18,6,4.77,0.61,HIGH
j3_surge,321.0,J2,10,3,6.99,0.5,MODERATE
j3_surge,321.0,J3,21,10,4.84,0.38,CRITICAL
j3_surge,321.0,J4,12,4,5.67,0.58,MODERATE
j3_surge,326.0,J1,19,6,7.29,1.89,HIGH
j3_surge,326.0,J2,13,4,8.24,1.31,MODERATE
j3_surge,326.0,J3,23,4,8.28,1.0,HIGH
j3_surge,326.0,J4,14,5,8.28,1.79,MODERATE
j3_surge,331.0,J1,14,8,4.69,4.71,HIGH
j3_surge,331.0,J2,14,5,7.66,2.29,MODERATE
j3_surge,331.0,J3,16,7,6.87,2.75,HIGH
j3_surge,331.0,J4,14,4,8.5,3.21,MODERATE
j3_surge,336.0,J1,14,10,3.06,7.57,CRITICAL
j3_surge,336.0,J2,12,5,6.22,4.33,MODERATE
j3_surge,336.0,J3,12,8,3.99,6.17,HIGH
j3_surge,336.0,J4,13,5,7.26,5.0,MODERATE
j3_surge,341.0,J1,15,10,3.04,10.27,CRITICAL
j3_surge,341.0,J2,11,7,4.84,6.82,HIGH
j3_surge,341.0,J3,14,10,3.96,7.79,CRITICAL
j3_surge,341.0,J4,11,5,6.35,8.09,MODERATE
j3_surge,346.0,J1,16,12,2.39,13.12,CRITICAL
j3_surge,346.0,J2,12,8,4.01,8.58,HIGH
j3_surge,346.0,J3,15,10,4.24,9.87,CRITICAL
j3_surge,346.0,J4,9,5,5.2,12.67,MODERATE
j3_surge,351.0,J1,18,15,2.16,15.06,CRITICAL
j3_surge,351.0,J2,13,9,3.86,10.62,HIGH
j3_surge,351.0,J3,16,12,3.23,12.12,CRITICAL
j3_surge,351.0,J4,10,6,4.5,14.1,HIGH
j3_surge,356.0,J1,20,15,2.59,16.95,CRITICAL
j3_surge,356.0,J2,13,10,2.89,13.69,CRITICAL
j3_surge,356.0,J3,17,13,2.94,14.65,CRITICAL
j3_surge,356.0,J4,10,6,5.42,17.1,HIGH
j3_surge,361.0,J1,22,18,2.29,11.32,CRITICAL
j3_surge,361.0,J2,13,11,2.38,7.77,CRITICAL
j3_surge,361.0,J3,19,15,2.59,7.74,CRITICAL
j3_surge,361.0,J4,12,9,2.81,4.5,CRITICAL
j3_surge,366.0,J1,22,8,5.04,0.59,HIGH
j3_surge,366.0,J2,15,3,7.04,0.0,HIGH
j3_surge,366.0,J3,18,7,5.21,0.5,HIGH
j3_surge,366.0,J4,10,3,6.65,0.7,MODERATE
j3_surge,371.0,J1,23,3,8.0,0.48,HIGH
j3_surge,371.0,J2,11,2,9.69,0.45,MODERATE
j3_surge,371.0,J3,21,4,8.2,1.05,HIGH
j3_surge,371.0,J4,14,4,8.28,1.57,MODERATE
j3_surge,376.0,J1,19,5,7.86,1.63,HIGH
j3_surge,376.0,J2,6,2,8.43,2.33,MODERATE
j3_surge,376.0,J3,20,5,8.4,2.15,HIGH
j3_surge,376.0,J4,15,4,8.37,2.8,HIGH
j3_surge,381.0,J1,18,5,7.48,3.11,HIGH
j3_surge,381.0,J2,5,3,5.04,5.0,MODERATE
j3_surge,381.0,J3,20,7,7.28,3.5,HIGH
j3_surge,381.0,J4,11,5,6.57,5.82,MODERATE
j3_surge,386.0,J1,13,7,5.27,6.38,HIGH
j3_surge,386.0,J2,6,3,5.69,6.67,MODERATE
j3_surge,386.0,J3,17,8,5.62,6.18,HIGH
j3_surge,386.0,J4,10,6,4.47,9.0,HIGH
j3_surge,391.0,J1,14,8,5.29,8.29,HIGH
j3_surge,391.0,J2,5,3,3.85,11.0,HIGH
j3_surge,391.0,J3,16,9,4.77,9.06,HIGH
j3_surge,391.0,J4,11,6,4.81,10.91,HIGH
j3_surge,396.0,J1,14,8,5.02,10.86,HIGH
j3_surge,396.0,J2,7,4,4.7,10.57,HIGH
j3_surge,396.0,J3,15,10,3.36,12.73,CRITICAL
j3_surge,396.0,J4,10,7,3.56,15.3,HIGH
j3_surge,401.0,J1,16,9,5.27,12.0,HIGH
j3_surge,401.0,J2,7,4,4.62,13.43,HIGH
j3_surge,401.0,J3,18,13,3.55,13.56,CRITICAL
j3_surge,401.0,J4,12,8,3.85,15.83,HIGH
j3_surge,406.0,J1,15,11,2.6,8.07,CRITICAL
j3_surge,406.0,J2,8,6,3.4,2.25,HIGH
j3_surge,406.0,J3,20,15,3.1,8.75,CRITICAL
j3_surge,406.0,J4,12,10,1.81,5.75,CRITICAL
j3_surge,411.0,J1,16,5,5.62,0.5,HIGH
j3_surge,411.0,J2,8,2,7.91,0.5,MODERATE
j3_surge,411.0,J3,21,9,4.52,0.71,HIGH
j3_surge,411.0,J4,11,3,7.56,0.91,MODERATE
j3_surge,416.0,J1,18,5,7.16,1.28,HIGH
j3_surge,416.0,J2,11,2,9.03,1.09,MODERATE
j3_surge,416.0,J3,22,6,7.33,1.68,HIGH
j3_surge,416.0,J4,13,2,9.57,1.54,MODERATE
j3_surge,421.0,J1,11,5,5.8,4.36,MODERATE
j3_surge,421.0,J2,13,3,8.8,1.85,MODERATE
j3_surge,421.0,J3,17,7,6.79,3.65,HIGH
j3_surge,421.0,J4,16,4,8.97,2.0,HIGH
j3_surge,426.0,J1,12,8,3.26,6.5,HIGH
j3_surge,426.0,J2,13,4,7.49,3.15,MODERATE
j3_surge,426.0,J3,13,7,4.95,7.23,HIGH
j3_surge,426.0,J4,14,3,9.0,3.36,MODERATE
j3_surge,431.0,J1,12,8,2.79,9.67,CRITICAL
j3_surge,431.0,J2,11,5,5.19,5.82,MODERATE
j3_surge,431.0,J3,14,10,3.42,9.43,CRITICAL
j3_surge,431.0,J4,8,3,6.18,7.75,MODERATE
j3_surge,436.0,J1,15,10,3.48,10.73,CRITICAL
j3_surge,436.0,J2,12,8,3.78,8.0,HIGH
j3_surge,436.0,J3,15,11,2.93,12.07,CRITICAL
j3_surge,436.0,J4,8,4,5.64,10.12,MODERATE
j3_surge,441.0,J1,17,13,2.65,12.53,CRITICAL
j3_surge,441.0,J2,12,9,2.88,11.25,CRITICAL
j3_surge,441.0,J3,19,12,4.08,11.95,CRITICAL
j3_surge,441.0,J4,7,4,4.48,14.43,HIGH
j3_surge,446.0,J1,18,13,3.07,15.17,CRITICAL
j3_surge,446.0,J2,14,9,3.45,12.57,HIGH
j3_surge,446.0,J3,18,12,3.32,15.83,CRITICAL
j3_surge,446.0,J4,10,6,4.84,12.2,HIGH
j3_surge,451.0,J1,20,16,2.01,10.55,CRITICAL
j3_surge,451.0,J2,16,11,2.73,8.88,CRITICAL
j3_surge,451.0,J3,18,14,2.32,9.83,CRITICAL
j3_surge,451.0,J4,11,6,5.42,2.27,HIGH
j3_surge,456.0,J1,20,9,4.82,0.9,HIGH
j3_surge,456.0,J2,18,8,4.7,0.56,HIGH
j3_surge,456.0,J3,18,6,5.42,0.22,HIGH
j3_surge,456.0,J4,11,5,5.26,0.82,MODERATE
j3_surge,461.0,J1,22,4,7.88,0.86,HIGH
j3_surge,461.0,J2,17,4,7.32,1.76,HIGH
j3_surge,461.0,J3,21,4,8.73,0.43,HIGH
j3_surge,461.0,J4,14,5,8.33,2.29,MODERATE
j3_surge,466.0,J1,22,3,9.84,1.55,HIGH
j3_surge,466.0,J2,10,5,5.02,5.3,MODERATE
j3_surge,466.0,J3,18,3,9.89,1.22,HIGH
j3_surge,466.0,J4,15,6,6.57,3.8,HIGH
j3_surge,471.0,J1,16,4,7.92,3.31,HIGH
j3_surge,471.0,J2,9,5,5.74,8.67,MODERATE
j3_surge,471.0,J3,16,5,8.1,2.56,HIGH
j3_surge,471.0,J4,16,6,6.24,5.38,HIGH
j3_surge,476.0,J1,13,5,6.96,5.92,MODERATE
j3_surge,476.0,J2,9,7,3.12,11.44,HIGH
j3_surge,476.0,J3,15,6,6.8,4.47,HIGH
j3_surge,476.0,J4,12,7,4.96,9.92,HIGH
j3_surge,481.0,J1,12,7,4.82,8.58,HIGH
j3_surge,481.0,J2,10,6,5.18,13.2,HIGH
j3_surge,481.0,J3,15,8,4.91,6.67,HIGH
j3_surge,481.0,J4,11,8,3.06,14.09,HIGH
j3_surge,486.0,J1,13,7,5.48,10.31,HIGH
j3_surge,486.0,J2,11,8,3.6,14.82,HIGH
j3_surge,486.0,J3,15,9,4.28,9.27,HIGH
j3_surge,486.0,J4,13,8,3.75,15.0,HIGH
j3_surge,491.0,J1,13,8,5.06,13.0,HIGH
j3_surge,491.0,J2,12,7,5.21,16.5,HIGH
j3_surge,491.0,J3,17,10,4.13,10.76,CRITICAL
j3_surge,491.0,J4,12,10,2.05,19.75,CRITICAL
j3_surge,496.0,J1,16,11,3.96,5.31,CRITICAL
j3_surge,496.0,J2,12,9,2.99,6.0,CRITICAL
j3_surge,496.0,J3,18,13,3.16,8.61,CRITICAL
j3_surge,496.0,J4,15,11,3.66,7.73,CRITICAL
j3_surge,501.0,J1,17,4,5.29,0.59,HIGH
j3_surge,501.0,J2,11,3,6.63,0.55,MODERATE
j3_surge,501.0,J3,23,11,4.68,0.48,CRITICAL
j3_surge,501.0,J4,13,4,5.52,0.54,MODERATE
j3_surge,506.0,J1,18,6,7.46,1.83,HIGH
j3_surge,506.0,J2,15,3,9.35,1.2,HIGH
j3_surge,506.0,J3,24,5,8.25,1.38,HIGH
j3_surge,506.0,J4,15,4,8.99,1.73,HIGH
j3_surge,511.0,J1,15,8,5.16,4.33,HIGH
j3_surge,511.0,J2,13,5,7.15,2.54,MODERATE
j3_surge,511.0,J3,17,7,6.71,3.47,HIGH
j3_surge,511.0,J4,16,4,9.15,2.88,HIGH
j3_surge,516.0,J1,14,10,3.21,7.36,CRITICAL
j3_surge,516.0,J2,12,6,6.17,4.25,HIGH
j3_surge,516.0,J3,13,9,3.93,7.08,HIGH
j3_surge,516.0,J4,12,5,7.04,5.75,MODERATE
j3_surge,521.0,J1,15,10,3.22,10.0,CRITICAL
j3_surge,521.0,J2,11,7,4.32,6.82,HIGH
j3_surge,521.0,J3,15,10,3.42,8.73,CRITICAL
j3_surge,521.0,J4,11,5,6.02,8.55,MODERATE
j3_surge,526.0,J1,16,12,2.59,12.88,CRITICAL
j3_surge,526.0,J2,12,8,4.49,8.75,HIGH
j3_surge,526.0,J3,16,11,3.91,10.94,CRITICAL
j3_surge,526.0,J4,9,5,5.08,13.22,MODERATE
j3_surge,531.0,J1,19,15,2.55,14.11,CRITICAL
j3_surge,531.0,J2,12,9,3.13,11.5,HIGH
j3_surge,531.0,J3,17,13,2.74,13.18,CRITICAL
j3_surge,531.0,J4,10,6,4.17,14.5,HIGH
j3_surge,536.0,J1,20,15,2.51,16.9,CRITICAL
j3_surge,536.0,J2,13,10,2.78,13.69,CRITICAL
j3_surge,536.0,J3,19,14,3.08,14.95,CRITICAL
j3_surge,536.0,J4,10,6,5.19,17.5,HIGH
j3_surge,541.0,J1,22,17,2.3,11.09,CRITICAL
j3_surge,541.0,J2,14,11,2.93,7.21,CRITICAL
j3_surge,541.0,J3,20,16,2.89,9.1,CRITICAL
j3_surge,541.0,J4,12,9,3.58,4.42,HIGH
j3_surge,546.0,J1,20,8,4.72,0.7,HIGH
j3_surge,546.0,J2,14,4,5.46,0.07,MODERATE
j3_surge,546.0,J3,19,8,5.0,0.37,HIGH
j3_surge,546.0,J4,10,3,6.93,1.0,MODERATE
j3_surge,551.0,J1,22,3,8.3,0.73,HIGH
j3_surge,551.0,J2,12,2,9.48,0.92,MODERATE
j3_surge,551.0,J3,21,4,8.52,1.1,HIGH
j3_surge,551.0,J4,14,4,8.27,1.79,MODERATE
j3_surge,556.0,J1,22,3,9.32,1.41,HIGH
j3_surge,556.0,J2,6,3,6.45,3.5,MODERATE
j3_surge,556.0,J3,17,5,8.47,2.53,HIGH
j3_surge,556.0,J4,15,4,8.58,3.0,HIGH
j3_surge,561.0,J1,16,4,8.1,3.0,HIGH
j3_surge,561.0,J2,6,3,5.52,5.83,MODERATE
j3_surge,561.0,J3,19,8,6.32,3.58,HIGH
j3_surge,561.0,J4,11,5,6.64,5.91,MODERATE
j3_surge,566.0,J1,11,6,6.07,6.27,HIGH
