scenario,timestamp,junction,vehicle_count,queue_length,average_speed,average_waiting,congestion_level
j4_surge,91.0,J4,16,13,2.58,8.44,CRITICAL
j4_surge,96.0,J1,13,3,7.13,0.62,MODERATE
j4_surge,96.0,J2,27,19,2.84,4.89,CRITICAL
j4_surge,96.0,J3,13,2,6.0,0.62,MODERATE
j4_surge,96.0,J4,15,4,6.55,0.67,HIGH
j4_surge,101.0,J1,13,3,9.36,1.46,MODERATE
j4_surge,101.0,J2,27,10,5.94,1.63,CRITICAL
j4_surge,101.0,J3,17,5,8.19,1.41,HIGH
j4_surge,101.0,J4,15,3,9.76,1.53,HIGH
j4_surge,106.0,J1,10,3,7.39,3.4,MODERATE
j4_surge,106.0,J2,23,4,7.21,1.65,HIGH
j4_surge,106.0,J3,15,5,7.18,3.07,HIGH
j4_surge,106.0,J4,13,4,8.24,3.0,MODERATE
j4_surge,111.0,J1,9,4,6.01,5.89,MODERATE
j4_surge,111.0,J2,17,4,8.2,3.41,HIGH
j4_surge,111.0,J3,12,7,4.84,6.17,HIGH
j4_surge,111.0,J4,14,4,8.0,4.21,MODERATE
j4_surge,116.0,J1,10,6,5.49,7.4,HIGH
j4_surge,116.0,J2,16,6,7.69,4.94,HIGH
j4_surge,116.0,J3,12,8,3.08,9.17,HIGH
j4_surge,116.0,J4,17,5,8.17,4.82,HIGH
j4_surge,121.0,J1,9,7,2.83,11.0,CRITICAL
j4_surge,121.0,J2,14,5,8.11,7.43,MODERATE
j4_surge,121.0,J3,15,10,3.59,10.2,CRITICAL
j4_surge,121.0,J4,18,6,7.67,6.11,HIGH
j4_surge,126.0,J1,10,7,3.39,12.9,HIGH
j4_surge,126.0,J2,13,7,5.91,10.0,HIGH
j4_surge,126.0,J3,16,12,3.27,12.5,CRITICAL
j4_surge,126.0,J4,18,6,7.11,7.78,HIGH
j4_surge,131.0,J1,13,8,4.9,12.46,HIGH
j4_surge,131.0,J2,12,6,5.91,13.33,HIGH
j4_surge,131.0,J3,16,12,2.54,16.0,CRITICAL
j4_surge,131.0,J4,16,8,5.84,10.88,HIGH
j4_surge,136.0,J1,13,9,3.51,6.0,HIGH
j4_surge,136.0,J2,13,9,4.11,2.54,HIGH
j4_surge,136.0,J3,17,13,2.54,11.24,CRITICAL
j4_surge,136.0,J4,16,11,4.27,3.19,CRITICAL
j4_surge,141.0,J1,14,4,5.93,0.29,MODERATE
j4_surge,141.0,J2,14,4,6.36,0.64,MODERATE
j4_surge,141.0,J3,20,8,5.71,0.25,HIGH
j4_surge,141.0,J4,15,8,4.37,1.2,HIGH
j4_surge,146.0,J1,16,5,8.59,1.19,HIGH
j4_surge,146.0,J2,17,6,7.71,1.82,HIGH
j4_surge,146.0,J3,20,2,9.3,0.3,HIGH
j4_surge,146.0,J4,19,8,6.74,2.63,HIGH
j4_surge,151.0,J1,10,4,7.17,3.7,MODERATE
j4_surge,151.0,J2,17,8,5.85,3.53,HIGH
j4_surge,151.0,J3,11,3,8.69,1.45,MODERATE
j4_surge,151.0,J4,22,9,6.49,3.86,HIGH
j4_surge,156.0,J1,8,5,4.71,7.12,HIGH
j4_surge,156.0,J2,17,10,4.56,5.82,CRITICAL
j4_surge,156.0,J3,9,5,5.55,3.67,MODERATE
j4_surge,156.0,J4,19,9,5.76,6.47,HIGH
j4_surge,161.0,J1,9,6,3.37,9.0,HIGH
j4_surge,161.0,J2,18,13,3.03,8.28,CRITICAL
j4_surge,161.0,J3,10,4,6.81,5.3,MODERATE
j4_surge,161.0,J4,17,10,4.46,9.88,CRITICAL
j4_surge,166.0,J1,9,6,4.22,12.33,HIGH
j4_surge,166.0,J2,20,15,2.77,10.45,CRITICAL
j4_surge,166.0,J3,11,5,6.36,6.64,MODERATE
j4_surge,166.0,J4,14,10,2.41,15.5,CRITICAL
j4_surge,171.0,J1,11,7,4.46,12.82,HIGH
j4_surge,171.0,J2,21,17,1.9,13.33,CRITICAL
j4_surge,171.0,J3,10,6,4.66,9.8,HIGH
j4_surge,171.0,J4,16,11,3.03,16.88,CRITICAL
j4_surge,176.0,J1,12,7,3.89,14.5,HIGH
j4_surge,176.0,J2,23,19,1.56,15.78,CRITICAL
j4_surge,176.0,J3,10,8,2.5,12.8,CRITICAL
j4_surge,176.0,J4,18,13,3.44,18.17,CRITICAL
j4_surge,181.0,J1,13,8,3.94,4.31,HIGH
j4_surge,181.0,J2,25,22,1.54,13.16,CRITICAL
j4_surge,181.0,J3,13,9,4.09,4.38,HIGH
j4_surge,181.0,J4,19,14,3.11,11.53,CRITICAL
j4_surge,186.0,J1,12,3,7.13,0.5,MODERATE
j4_surge,186.0,J2,24,15,2.76,3.96,CRITICAL
j4_surge,186.0,J3,12,4,6.86,0.33,MODERATE
j4_surge,186.0,J4,17,5,6.31,0.41,HIGH
j4_surge,191.0,J1,13,3,8.99,1.23,MODERATE
j4_surge,191.0,J2,26,8,6.8,0.42,CRITICAL
j4_surge,191.0,J3,15,4,8.78,1.2,HIGH
j4_surge,191.0,J4,16,4,8.28,1.44,HIGH
j4_surge,196.0,J1,11,3,8.06,2.82,MODERATE
j4_surge,196.0,J2,18,2,8.92,1.17,HIGH
j4_surge,196.0,J3,11,5,6.88,3.45,MODERATE
j4_surge,196.0,J4,18,5,8.29,2.39,HIGH
j4_surge,201.0,J1,9,4,5.41,5.56,MODERATE
j4_surge,201.0,J2,16,3,8.7,2.06,HIGH
j4_surge,201.0,J3,12,8,4.32,5.17,HIGH
j4_surge,201.0,J4,16,5,7.63,4.0,HIGH
j4_surge,206.0,J1,9,6,4.61,8.22,HIGH
j4_surge,206.0,J2,13,3,8.13,3.69,MODERATE
j4_surge,206.0,J3,12,9,3.2,7.92,HIGH
j4_surge,206.0,J4,18,5,7.12,4.94,HIGH
j4_surge,211.0,J1,11,7,4.12,9.18,HIGH
j4_surge,211.0,J2,12,4,7.57,5.5,MODERATE
j4_surge,211.0,J3,14,9,4.12,9.57,HIGH
j4_surge,211.0,J4,19,7,7.03,6.21,HIGH
j4_surge,216.0,J1,11,7,4.07,12.0,HIGH
j4_surge,216.0,J2,9,4,6.29,9.56,MODERATE
j4_surge,216.0,J3,13,10,2.05,13.85,CRITICAL
j4_surge,216.0,J4,19,7,7.12,7.95,HIGH
j4_surge,221.0,J1,12,8,3.48,13.92,HIGH
j4_surge,221.0,J2,10,5,5.77,10.9,MODERATE
j4_surge,221.0,J3,17,12,2.93,13.76,CRITICAL
j4_surge,221.0,J4,17,8,5.94,10.94,HIGH
j4_surge,226.0,J1,13,11,2.37,6.69,CRITICAL
j4_surge,226.0,J2,11,7,4.33,2.36,HIGH
j4_surge,226.0,J3,18,15,2.06,9.5,CRITICAL
j4_surge,226.0,J4,16,12,3.21,4.12,CRITICAL
j4_surge,231.0,J1,13,2,6.57,0.46,MODERATE
j4_surge,231.0,J2,13,4,6.42,0.77,MODERATE
j4_surge,231.0,J3,19,8,4.42,0.37,HIGH
j4_surge,231.0,J4,15,6,4.86,1.13,HIGH
j4_surge,236.0,J1,12,2,8.92,1.0,MODERATE
j4_surge,236.0,J2,18,6,7.99,1.67,HIGH
j4_surge,236.0,J3,19,3,8.7,1.05,HIGH
j4_surge,236.0,J4,18,7,7.57,2.39,HIGH
j4_surge,241.0,J1,8,2,7.47,2.75,MODERATE
j4_surge,241.0,J2,19,10,5.5,3.26,CRITICAL
j4_surge,241.0,J3,14,5,7.7,2.64,MODERATE
j4_surge,241.0,J4,20,8,7.22,3.65,HIGH
j4_surge,246.0,J1,8,4,6.24,4.38,MODERATE
j4_surge,246.0,J2,17,11,3.55,6.06,CRITICAL
j4_surge,246.0,J3,10,4,7.68,5.7,MODERATE
j4_surge,246.0,J4,18,8,6.56,5.94,HIGH
j4_surge,251.0,J1,7,4,5.21,7.29,MODERATE
j4_surge,251.0,J2,19,13,3.16,8.11,CRITICAL
j4_surge,251.0,J3,10,6,4.84,7.9,HIGH
j4_surge,251.0,J4,15,9,4.41,9.8,HIGH
j4_surge,256.0,J1,7,5,3.47,10.14,HIGH
j4_surge,256.0,J2,21,16,2.52,10.48,CRITICAL
j4_surge,256.0,J3,10,6,4.56,10.9,HIGH
j4_surge,256.0,J4,14,9,3.79,13.57,HIGH
j4_surge,261.0,J1,9,6,3.33,10.67,HIGH
j4_surge,261.0,J2,23,18,2.12,13.0,CRITICAL
j4_surge,261.0,J3,12,8,3.46,11.83,HIGH
j4_surge,261.0,J4,16,10,4.05,14.81,CRITICAL
j4_surge,266.0,J1,9,6,3.73,13.78,HIGH
j4_surge,266.0,J2,24,22,1.3,16.12,CRITICAL
j4_surge,266.0,J3,12,7,5.13,14.75,HIGH
j4_surge,266.0,J4,16,11,3.43,18.19,CRITICAL
j4_surge,271.0,J1,11,7,4.28,6.55,HIGH
j4_surge,271.0,J2,25,22,1.44,14.2,CRITICAL
j4_surge,271.0,J3,14,10,3.31,6.43,CRITICAL
j4_surge,271.0,J4,16,13,2.44,11.0,CRITICAL
j4_surge,276.0,J1,13,2,7.04,0.15,MODERATE
j4_surge,276.0,J2,25,17,2.65,4.8,CRITICAL
j4_surge,276.0,J3,13,2,6.21,0.54,MODERATE
j4_surge,276.0,J4,15,3,6.75,0.13,HIGH
j4_surge,281.0,J1,13,3,9.0,1.08,MODERATE
j4_surge,281.0,J2,26,10,6.39,1.35,CRITICAL
j4_surge,281.0,J3,18,4,8.65,1.39,HIGH
j4_surge,281.0,J4,14,2,10.62,0.71,MODERATE
j4_surge,286.0,J1,11,3,7.76,2.64,MODERATE
j4_surge,286.0,J2,20,2,7.28,0.9,HIGH
j4_surge,286.0,J3,15,6,6.98,3.07,HIGH
j4_surge,286.0,J4,13,3,9.46,1.69,MODERATE
j4_surge,291.0,J1,8,4,4.98,5.88,HIGH
j4_surge,291.0,J2,17,4,8.04,1.88,HIGH
j4_surge,291.0,J3,13,7,4.98,5.92,HIGH
j4_surge,291.0,J4,12,3,7.46,3.08,MODERATE
j4_surge,296.0,J1,10,6,4.1,6.8,HIGH
j4_surge,296.0,J2,14,3,8.82,3.36,MODERATE
j4_surge,296.0,J3,12,8,3.66,9.5,HIGH
j4_surge,296.0,J4,17,4,8.66,3.12,HIGH
j4_surge,301.0,J1,11,7,4.29,8.64,HIGH
j4_surge,301.0,J2,15,5,7.72,4.13,HIGH
j4_surge,301.0,J3,15,10,3.22,10.4,CRITICAL
j4_surge,301.0,J4,17,5,7.48,4.29,HIGH
j4_surge,306.0,J1,11,8,3.28,11.64,HIGH
j4_surge,306.0,J2,12,4,7.62,6.83,MODERATE
j4_surge,306.0,J3,16,12,3.03,12.81,CRITICAL
j4_surge,306.0,J4,17,5,7.16,5.76,HIGH
j4_surge,311.0,J1,14,9,4.01,12.07,HIGH
j4_surge,311.0,J2,13,6,6.5,7.85,HIGH
j4_surge,311.0,J3,16,12,2.28,16.19,CRITICAL
j4_surge,311.0,J4,15,7,6.12,8.4,HIGH
j4_surge,316.0,J1,14,10,2.84,6.79,CRITICAL
j4_surge,316.0,J2,11,6,5.74,1.82,HIGH
j4_surge,316.0,J3,18,14,2.35,10.89,CRITICAL
j4_surge,316.0,J4,16,9,4.87,2.81,HIGH
j4_surge,321.0,J1,15,5,5.55,0.2,HIGH
j4_surge,321.0,J2,13,4,7.01,0.62,MODERATE
j4_surge,321.0,J3,22,10,4.81,0.59,CRITICAL
j4_surge,321.0,J4,16,7,4.87,0.94,HIGH
j4_surge,326.0,J1,15,5,7.51,1.2,HIGH
j4_surge,326.0,J2,17,6,7.09,1.71,HIGH
j4_surge,326.0,J3,21,3,8.46,1.1,HIGH
j4_surge,326.0,J4,20,9,6.93,2.55,HIGH
j4_surge,331.0,J1,10,4,7.37,3.7,MODERATE
j4_surge,331.0,J2,18,9,5.54,3.44,HIGH
j4_surge,331.0,J3,15,5,7.31,2.67,HIGH
j4_surge,331.0,J4,20,10,6.34,4.7,CRITICAL
j4_surge,336.0,J1,7,5,2.75,8.14,CRITICAL
j4_surge,336.0,J2,18,11,4.69,5.78,CRITICAL
j4_surge,336.0,J3,9,5,5.24,7.0,MODERATE
j4_surge,336.0,J4,19,10,6.04,6.63,CRITICAL
j4_surge,341.0,J1,9,6,4.59,9.11,HIGH
j4_surge,341.0,J2,17,13,2.85,9.0,CRITICAL
j4_surge,341.0,J3,12,7,4.85,7.33,HIGH
j4_surge,341.0,J4,16,10,4.14,11.0,CRITICAL
j4_surge,346.0,J1,9,6,4.33,12.11,HIGH
j4_surge,346.0,J2,20,15,2.72,10.8,CRITICAL
j4_surge,346.0,J3,11,6,5.69,10.55,HIGH
j4_surge,346.0,J4,16,11,3.13,14.38,CRITICAL
j4_surge,351.0,J1,10,7,3.19,13.9,HIGH
j4_surge,351.0,J2,21,16,2.58,13.67,CRITICAL
j4_surge,351.0,J3,12,8,3.68,12.25,HIGH
j4_surge,351.0,J4,17,12,2.85,17.0,CRITICAL
j4_surge,356.0,J1,12,7,4.06,14.42,HIGH
j4_surge,356.0,J2,23,19,1.69,16.04,CRITICAL
j4_surge,356.0,J3,12,8,4.12,15.58,HIGH
j4_surge,356.0,J4,18,14,2.97,19.56,CRITICAL
j4_surge,361.0,J1,13,8,4.58,4.23,HIGH
j4_surge,361.0,J2,23,20,1.16,14.52,CRITICAL
j4_surge,361.0,J3,14,11,3.13,4.79,CRITICAL
j4_surge,361.0,J4,20,16,2.57,12.4,CRITICAL
j4_surge,366.0,J1,13,1,8.48,0.15,MODERATE
j4_surge,366.0,J2,25,14,3.68,3.68,CRITICAL
j4_surge,366.0,J3,13,4,6.43,0.54,MODERATE
j4_surge,366.0,J4,17,4,6.09,0.41,HIGH
j4_surge,371.0,J1,14,4,8.88,0.79,MODERATE
j4_surge,371.0,J2,25,9,6.43,0.56,CRITICAL
j4_surge,371.0,J3,15,4,8.64,1.4,HIGH
j4_surge,371.0,J4,16,4,8.64,1.38,HIGH
j4_surge,376.0,J1,12,4,7.36,2.33,MODERATE
j4_surge,376.0,J2,20,3,8.02,0.7,HIGH
j4_surge,376.0,J3,11,5,6.07,3.82,MODERATE
j4_surge,376.0,J4,17,5,9.06,2.47,HIGH
j4_surge,381.0,J1,8,5,3.47,6.25,HIGH
j4_surge,381.0,J2,16,3,9.44,1.5,HIGH
j4_surge,381.0,J3,12,7,4.27,5.75,HIGH
j4_surge,381.0,J4,16,5,8.38,3.88,HIGH
j4_surge,386.0,J1,10,7,3.11,7.8,HIGH
j4_surge,386.0,J2,13,3,9.14,3.0,MODERATE
j4_surge,386.0,J3,13,7,4.42,7.77,HIGH
j4_surge,386.0,J4,18,5,8.0,4.78,HIGH
j4_surge,391.0,J1,13,8,4.83,8.62,HIGH
j4_surge,391.0,J2,11,3,8.64,4.91,MODERATE
j4_surge,391.0,J3,12,9,2.4,11.5,CRITICAL
j4_surge,391.0,J4,17,7,6.98,6.71,HIGH
j4_surge,396.0,J1,12,8,3.87,12.33,HIGH
j4_surge,396.0,J2,9,4,6.8,8.0,MODERATE
j4_surge,396.0,J3,14,10,2.8,13.14,CRITICAL
j4_surge,396.0,J4,17,7,6.59,8.53,HIGH
j4_surge,401.0,J1,12,9,2.76,15.75,CRITICAL
j4_surge,401.0,J2,10,4,6.68,9.2,MODERATE
j4_surge,401.0,J3,16,13,2.16,14.69,CRITICAL
j4_surge,401.0,J4,15,8,5.33,12.07,HIGH
j4_surge,406.0,J1,14,10,2.65,8.5,CRITICAL
j4_surge,406.0,J2,11,6,5.41,1.45,HIGH
j4_surge,406.0,J3,18,15,2.64,9.33,CRITICAL
j4_surge,406.0,J4,16,13,3.17,3.75,CRITICAL
j4_surge,411.0,J1,14,4,5.41,0.43,MODERATE
j4_surge,411.0,J2,12,4,6.81,0.58,MODERATE
j4_surge,411.0,J3,18,8,4.52,0.33,HIGH
j4_surge,411.0,J4,15,5,5.18,1.0,HIGH
j4_surge,416.0,J1,15,3,7.83,1.2,HIGH
j4_surge,416.0,J2,16,6,6.63,1.81,HIGH
j4_surge,416.0,J3,19,3,8.4,0.89,HIGH
j4_surge,416.0,J4,18,7,7.64,2.44,HIGH
j4_surge,421.0,J1,8,3,6.23,4.12,MODERATE
j4_surge,421.0,J2,21,9,5.93,2.86,HIGH
j4_surge,421.0,J3,14,3,9.26,2.29,MODERATE
j4_surge,421.0,J4,20,7,7.4,3.7,HIGH
j4_surge,426.0,J1,8,5,4.75,6.25,HIGH
j4_surge,426.0,J2,20,11,4.86,5.15,CRITICAL
j4_surge,426.0,J3,9,4,6.79,5.33,MODERATE
j4_surge,426.0,J4,18,8,6.83,6.0,HIGH
j4_surge,431.0,J1,8,5,4.57,9.0,HIGH
j4_surge,431.0,J2,18,14,2.27,8.72,CRITICAL
j4_surge,431.0,J3,9,6,4.65,7.56,HIGH
j4_surge,431.0,J4,14,9,3.97,10.64,HIGH
j4_surge,436.0,J1,10,6,4.61,9.7,HIGH
j4_surge,436.0,J2,21,16,2.56,10.67,CRITICAL
j4_surge,436.0,J3,10,6,4.18,9.5,HIGH
j4_surge,436.0,J4,14,9,3.4,13.86,HIGH
j4_surge,441.0,J1,10,7,3.26,12.6,HIGH
j4_surge,441.0,J2,23,18,2.12,13.04,CRITICAL
j4_surge,441.0,J3,11,6,5.32,11.36,HIGH
j4_surge,441.0,J4,16,10,4.0,15.19,CRITICAL
j4_surge,446.0,J1,11,7,4.38,14.27,HIGH
j4_surge,446.0,J2,25,21,1.76,15.6,CRITICAL
j4_surge,446.0,J3,12,7,4.83,13.0,HIGH
j4_surge,446.0,J4,17,12,3.71,17.35,CRITICAL
j4_surge,451.0,J1,12,9,3.27,5.83,HIGH
j4_surge,451.0,J2,27,23,1.37,13.56,CRITICAL
j4_surge,451.0,J3,13,9,3.63,5.46,HIGH
j4_surge,451.0,J4,16,13,2.58,11.31,CRITICAL
j4_surge,456.0,J1,12,2,7.3,0.67,MODERATE
j4_surge,456.0,J2,26,18,2.85,4.88,CRITICAL
j4_surge,456.0,J3,14,2,6.55,0.43,MODERATE
j4_surge,456.0,J4,15,3,7.05,0.2,HIGH
j4_surge,461.0,J1,13,3,9.7,1.54,MODERATE
j4_surge,461.0,J2,27,11,6.12,1.7,CRITICAL
j4_surge,461.0,J3,17,4,8.54,1.24,HIGH
j4_surge,461.0,J4,14,2,10.98,0.86,MODERATE
j4_surge,466.0,J1,9,3,7.05,3.89,MODERATE
j4_surge,466.0,J2,21,4,6.92,1.9,HIGH
j4_surge,466.0,J3,14,6,6.7,3.07,HIGH
j4_surge,466.0,J4,13,3,8.94,1.77,MODERATE
j4_surge,471.0,J1,9,4,6.07,5.78,MODERATE
j4_surge,471.0,J2,16,4,8.13,3.75,HIGH
j4_surge,471.0,J3,12,7,4.83,6.0,HIGH
j4_surge,471.0,J4,14,3,8.28,2.71,MODERATE
j4_surge,476.0,J1,10,5,5.77,7.5,MODERATE
j4_surge,476.0,J2,16,6,6.94,5.06,HIGH
j4_surge,476.0,J3,12,8,3.51,9.08,HIGH
j4_surge,476.0,J4,16,4,8.38,3.56,HIGH
j4_surge,481.0,J1,9,7,2.56,11.22,CRITICAL
j4_surge,481.0,J2,16,5,7.89,6.62,HIGH
j4_surge,481.0,J3,15,10,3.7,10.07,CRITICAL
j4_surge,481.0,J4,17,5,7.74,4.71,HIGH
j4_surge,486.0,J1,10,7,3.62,13.2,HIGH
j4_surge,486.0,J2,13,7,5.61,10.08,HIGH
j4_surge,486.0,J3,16,12,3.23,12.56,CRITICAL
j4_surge,486.0,J4,18,5,7.3,5.83,HIGH
j4_surge,491.0,J1,12,8,3.97,13.92,HIGH
j4_surge,491.0,J2,12,6,6.22,13.42,HIGH
j4_surge,491.0,J3,16,12,2.52,16.12,CRITICAL
j4_surge,491.0,J4,16,7,6.72,8.31,HIGH
j4_surge,496.0,J1,13,8,3.55,6.31,HIGH
j4_surge,496.0,J2,13,9,3.72,2.46,HIGH
j4_surge,496.0,J3,17,13,2.5,11.59,CRITICAL
j4_surge,496.0,J4,16,11,3.93,3.25,CRITICAL
j4_surge,501.0,J1,14,3,6.26,0.43,MODERATE
j4_surge,501.0,J2,14,4,6.47,0.86,MODERATE
j4_surge,501.0,J3,19,8,5.16,0.26,HIGH
j4_surge,501.0,J4,17,7,4.38,1.24,HIGH
j4_surge,506.0,J1,13,5,7.89,1.62,MODERATE
j4_surge,506.0,J2,19,6,7.76,1.79,HIGH
j4_surge,506.0,J3,20,3,8.27,0.35,HIGH
j4_surge,506.0,J4,20,8,7.36,2.95,HIGH
j4_surge,511.0,J1,10,4,7.24,4.0,MODERATE
j4_surge,511.0,J2,18,9,5.51,3.56,HIGH
j4_surge,511.0,J3,13,3,9.21,1.46,MODERATE
j4_surge,511.0,J4,20,9,6.38,5.05,HIGH
j4_surge,516.0,J1,8,5,3.64,7.5,HIGH
j4_surge,516.0,J2,17,11,4.11,6.29,CRITICAL
j4_surge,516.0,J3,8,4,5.41,4.25,MODERATE
j4_surge,516.0,J4,19,10,5.92,7.74,CRITICAL
j4_surge,521.0,J1,9,6,3.77,9.33,HIGH
j4_surge,521.0,J2,18,13,3.15,8.78,CRITICAL
j4_surge,521.0,J3,9,4,5.85,5.78,MODERATE
j4_surge,521.0,J4,17,11,4.03,11.59,CRITICAL
j4_surge,526.0,J1,10,6,4.52,11.2,HIGH
j4_surge,526.0,J2,21,15,3.25,10.43,CRITICAL
j4_surge,526.0,J3,10,5,5.41,7.2,MODERATE
j4_surge,526.0,J4,17,11,3.42,14.76,CRITICAL
j4_surge,531.0,J1,11,7,3.91,12.91,HIGH
j4_surge,531.0,J2,21,17,1.81,13.95,CRITICAL
j4_surge,531.0,J3,10,6,4.49,9.7,HIGH
j4_surge,531.0,J4,17,12,2.96,18.24,CRITICAL
j4_surge,536.0,J1,12,7,3.89,14.75,HIGH
j4_surge,536.0,J2,23,19,1.76,16.35,CRITICAL
j4_surge,536.0,J3,12,8,4.28,10.58,HIGH
j4_surge,536.0,J4,18,14,2.61,20.72,CRITICAL
j4_surge,541.0,J1,13,9,3.47,4.15,HIGH
j4_surge,541.0,J2,25,21,1.5,13.48,CRITICAL
j4_surge,541.0,J3,13,9,4.01,4.08,HIGH
j4_surge,541.0,J4,20,14,2.9,13.45,CRITICAL
j4_surge,546.0,J1,12,2,7.17,0.58,MODERATE
j4_surge,546.0,J2,24,16,2.85,4.04,CRITICAL
j4_surge,546.0,J3,12,4,6.56,0.5,MODERATE
j4_surge,546.0,J4,17,4,6.18,0.41,HIGH
j4_surge,551.0,J1,13,3,10.0,1.31,MODERATE
j4_surge,551.0,J2,26,10,6.04,0.62,CRITICAL
j4_surge,551.0,J3,15,4,8.95,1.53,HIGH
j4_surge,551.0,J4,16,4,8.53,1.38,HIGH
j4_surge,556.0,J1,10,4,6.84,3.3,MODERATE
j4_surge,556.0,J2,20,5,7.56,0.9,HIGH
j4_surge,556.0,J3,12,5,6.22,3.58,MODERATE
j4_surge,556.0,J4,16,5,8.44,2.56,HIGH
j4_surge,561.0,J1,8,4,4.19,6.62,HIGH
j4_surge,561.0,J2,15,3,8.44,2.13,HIGH
j4_surge,561.0,J3,12,7,4.99,5.67,HIGH
j4_surge,561.0,J4,15,5,7.53,4.07,HIGH
j4_surge,566.0,J1,10,6,4.81,7.3,HIGH
