scenario,timestamp,junction,vehicle_count,queue_length,average_speed,average_waiting,congestion_level
normal,121.0,J3,8,4,6.69,5.25,MODERATE
normal,121.0,J4,6,3,5.56,8.83,MODERATE
normal,126.0,J1,10,7,3.84,12.7,HIGH
normal,126.0,J2,10,7,4.0,12.9,HIGH
normal,126.0,J3,8,4,6.24,7.25,MODERATE
normal,126.0,J4,7,3,7.02,9.71,MODERATE
normal,131.0,J1,12,8,3.93,13.42,HIGH
normal,131.0,J2,11,6,5.69,14.45,HIGH
normal,131.0,J3,8,5,4.32,9.75,HIGH
normal,131.0,J4,6,5,2.14,14.0,CRITICAL
normal,136.0,J1,13,8,3.58,6.0,HIGH
normal,136.0,J2,11,8,3.13,2.73,HIGH
normal,136.0,J3,8,5,4.56,4.38,HIGH
normal,136.0,J4,9,5,6.11,0.67,MODERATE
normal,141.0,J1,13,3,6.23,0.38,MODERATE
normal,141.0,J2,12,2,8.03,0.67,MODERATE
normal,141.0,J3,10,1,8.58,0.1,MODERATE
normal,141.0,J4,8,4,6.14,0.38,MODERATE
normal,146.0,J1,14,5,7.84,1.36,MODERATE
normal,146.0,J2,14,4,8.97,1.36,MODERATE
normal,146.0,J3,10,3,8.69,0.8,MODERATE
normal,146.0,J4,12,4,8.9,1.83,MODERATE
normal,151.0,J1,10,4,7.67,3.8,MODERATE
normal,151.0,J2,11,5,6.54,3.27,MODERATE
normal,151.0,J3,5,3,4.37,3.8,HIGH
normal,151.0,J4,9,4,6.69,4.67,MODERATE
normal,156.0,J1,9,5,4.84,6.44,HIGH
normal,156.0,J2,11,5,5.91,5.09,MODERATE
normal,156.0,J3,7,4,4.2,4.86,HIGH
normal,156.0,J4,6,5,2.28,10.83,CRITICAL
normal,161.0,J1,9,6,4.4,8.89,HIGH
normal,161.0,J2,11,7,4.9,7.09,HIGH
normal,161.0,J3,8,4,5.22,6.62,MODERATE
normal,161.0,J4,7,5,2.77,12.86,CRITICAL
normal,166.0,J1,9,6,4.19,11.89,HIGH
normal,166.0,J2,12,8,4.27,8.92,HIGH
normal,166.0,J3,8,6,3.2,9.12,HIGH
normal,166.0,J4,8,5,3.84,14.38,HIGH
normal,171.0,J1,10,7,3.44,13.7,HIGH
normal,171.0,J2,13,9,4.12,10.85,HIGH
normal,171.0,J3,9,6,3.88,10.78,HIGH
normal,171.0,J4,8,6,1.99,17.62,CRITICAL
normal,176.0,J1,12,7,3.91,14.25,HIGH
normal,176.0,J2,13,10,2.96,13.92,CRITICAL
normal,176.0,J3,10,8,2.73,12.6,CRITICAL
normal,176.0,J4,9,6,4.41,19.0,HIGH
normal,181.0,J1,13,9,3.95,4.0,HIGH
normal,181.0,J2,14,11,2.85,7.36,CRITICAL
normal,181.0,J3,10,8,2.76,5.1,CRITICAL
normal,181.0,J4,10,8,2.73,5.1,CRITICAL
normal,186.0,J1,12,2,7.46,0.5,MODERATE
normal,186.0,J2,15,4,6.22,0.07,HIGH
normal,186.0,J3,9,1,8.67,0.0,MODERATE
normal,186.0,J4,7,2,6.71,0.57,MODERATE
normal,191.0,J1,13,3,9.68,1.23,MODERATE
normal,191.0,J2,12,2,9.84,0.83,MODERATE
normal,191.0,J3,11,1,11.05,0.45,MODERATE
normal,191.0,J4,12,2,10.24,1.17,MODERATE
normal,196.0,J1,10,3,7.94,3.1,MODERATE
normal,196.0,J2,6,3,6.4,3.33,MODERATE
normal,196.0,J3,7,2,7.61,1.71,MODERATE
normal,196.0,J4,12,2,9.33,2.0,MODERATE
normal,201.0,J1,8,4,4.88,6.12,HIGH
normal,201.0,J2,6,3,5.58,5.83,MODERATE
normal,201.0,J3,7,2,8.3,3.14,MODERATE
normal,201.0,J4,7,3,6.68,5.29,MODERATE
normal,206.0,J1,10,5,5.65,6.9,MODERATE
normal,206.0,J2,6,3,5.79,8.33,MODERATE
normal,206.0,J3,6,3,6.13,5.5,MODERATE
normal,206.0,J4,7,3,6.38,7.43,MODERATE
normal,211.0,J1,11,7,4.29,8.73,HIGH
normal,211.0,J2,6,4,3.4,11.17,HIGH
normal,211.0,J3,8,4,5.5,6.0,MODERATE
normal,211.0,J4,7,3,7.35,9.57,MODERATE
normal,216.0,J1,11,7,4.47,11.64,HIGH
normal,216.0,J2,8,4,5.06,10.88,MODERATE
normal,216.0,J3,6,4,4.27,11.17,HIGH
normal,216.0,J4,5,4,2.58,16.8,CRITICAL
normal,221.0,J1,12,8,3.2,13.58,HIGH
normal,221.0,J2,8,5,3.65,13.88,HIGH
normal,221.0,J3,9,5,4.87,9.89,HIGH
normal,221.0,J4,8,4,5.63,13.0,MODERATE
normal,226.0,J1,13,9,1.97,6.31,CRITICAL
normal,226.0,J2,8,5,4.25,3.25,HIGH
normal,226.0,J3,10,7,2.67,4.2,CRITICAL
normal,226.0,J4,8,6,3.0,1.5,HIGH
normal,231.0,J1,13,3,6.32,0.38,MODERATE
normal,231.0,J2,9,2,7.04,0.33,MODERATE
normal,231.0,J3,11,3,6.53,0.45,MODERATE
normal,231.0,J4,8,3,6.83,1.75,MODERATE
normal,236.0,J1,12,2,8.73,0.83,MODERATE
normal,236.0,J2,13,2,9.76,0.85,MODERATE
normal,236.0,J3,9,3,8.45,2.22,MODERATE
normal,236.0,J4,12,3,9.05,2.42,MODERATE
normal,241.0,J1,7,2,7.86,2.71,MODERATE
normal,241.0,J2,13,3,8.66,1.69,MODERATE
normal,241.0,J3,9,5,5.23,4.0,MODERATE
normal,241.0,J4,8,5,4.69,5.88,HIGH
normal,246.0,J1,6,4,3.79,5.33,HIGH
normal,246.0,J2,11,4,6.51,3.55,MODERATE
normal,246.0,J3,8,4,5.85,7.0,MODERATE
normal,246.0,J4,7,4,4.95,9.57,HIGH
normal,251.0,J1,7,4,4.87,6.86,HIGH
normal,251.0,J2,11,5,5.0,5.64,MODERATE
normal,251.0,J3,8,5,2.63,9.75,CRITICAL
normal,251.0,J4,7,4,4.37,12.43,HIGH
normal,256.0,J1,7,5,2.35,9.71,CRITICAL
normal,256.0,J2,12,7,3.78,7.83,HIGH
normal,256.0,J3,9,6,4.03,11.89,HIGH
normal,256.0,J4,7,5,2.68,15.71,CRITICAL
normal,261.0,J1,10,5,5.2,9.1,MODERATE
normal,261.0,J2,12,8,3.25,11.08,HIGH
normal,261.0,J3,11,8,2.81,12.64,CRITICAL
normal,261.0,J4,8,5,4.8,16.88,HIGH
normal,266.0,J1,9,6,4.27,13.0,HIGH
normal,266.0,J2,13,10,2.48,13.46,CRITICAL
normal,266.0,J3,10,7,3.16,17.4,HIGH
normal,266.0,J4,9,7,2.95,18.0,CRITICAL
normal,271.0,J1,11,7,4.35,6.36,HIGH
normal,271.0,J2,15,11,2.56,9.4,CRITICAL
normal,271.0,J3,12,10,2.69,7.17,CRITICAL
normal,271.0,J4,8,6,3.56,3.12,HIGH
normal,276.0,J1,13,2,7.13,0.23,MODERATE
normal,276.0,J2,16,6,4.94,0.25,HIGH
normal,276.0,J3,11,2,7.59,0.09,MODERATE
normal,276.0,J4,7,1,8.68,0.14,MODERATE
normal,281.0,J1,13,3,8.69,1.08,MODERATE
normal,281.0,J2,16,3,7.41,0.94,HIGH
normal,281.0,J3,15,4,8.77,0.6,HIGH
normal,281.0,J4,10,1,11.35,0.6,MODERATE
normal,286.0,J1,12,3,7.35,2.42,MODERATE
normal,286.0,J2,9,3,8.04,3.33,MODERATE
normal,286.0,J3,11,3,8.15,2.0,MODERATE
normal,286.0,J4,10,2,9.88,1.2,MODERATE
normal,291.0,J1,10,4,6.52,4.6,MODERATE
normal,291.0,J2,8,5,5.37,5.62,MODERATE
normal,291.0,J3,9,3,6.89,4.11,MODERATE
normal,291.0,J4,10,3,8.44,2.2,MODERATE
normal,296.0,J1,10,6,4.41,6.8,HIGH
normal,296.0,J2,7,4,5.27,9.14,MODERATE
normal,296.0,J3,7,4,4.5,8.14,HIGH
normal,296.0,J4,7,2,8.76,4.57,MODERATE
normal,301.0,J1,11,7,4.29,8.55,HIGH
normal,301.0,J2,10,6,5.19,8.4,HIGH
normal,301.0,J3,9,5,4.9,8.89,HIGH
normal,301.0,J4,5,3,5.45,8.4,MODERATE
normal,306.0,J1,11,8,3.22,11.45,HIGH
normal,306.0,J2,9,5,5.29,12.11,MODERATE
normal,306.0,J3,10,5,4.89,10.5,HIGH
normal,306.0,J4,6,3,5.04,9.33,MODERATE
normal,311.0,J1,13,9,3.6,12.85,HIGH
normal,311.0,J2,10,7,4.02,13.4,HIGH
normal,311.0,J3,10,6,4.57,13.3,HIGH
normal,311.0,J4,6,3,6.37,11.83,MODERATE
normal,316.0,J1,14,11,2.84,6.64,CRITICAL
normal,316.0,J2,10,6,4.77,2.0,HIGH
normal,316.0,J3,10,7,3.66,5.1,HIGH
normal,316.0,J4,8,5,5.03,0.0,MODERATE
normal,321.0,J1,16,6,5.47,0.25,HIGH
normal,321.0,J2,9,3,7.16,0.67,MODERATE
normal,321.0,J3,12,3,6.79,0.17,MODERATE
normal,321.0,J4,8,3,5.62,0.75,MODERATE
normal,326.0,J1,15,5,7.68,1.2,HIGH
normal,326.0,J2,13,4,8.7,1.31,MODERATE
normal,326.0,J3,8,2,9.22,1.5,MODERATE
normal,326.0,J4,13,4,8.01,1.92,MODERATE
normal,331.0,J1,8,4,6.13,4.62,MODERATE
normal,331.0,J2,14,5,7.69,2.29,MODERATE
normal,331.0,J3,7,4,4.1,3.43,HIGH
normal,331.0,J4,10,4,6.59,4.5,MODERATE
normal,336.0,J1,7,5,2.88,8.14,CRITICAL
normal,336.0,J2,13,5,6.38,3.92,MODERATE
normal,336.0,J3,6,4,3.74,7.0,HIGH
normal,336.0,J4,7,5,3.73,9.57,HIGH
normal,341.0,J1,9,6,4.39,9.0,HIGH
normal,341.0,J2,11,7,4.37,6.91,HIGH
normal,341.0,J3,9,7,3.27,6.89,HIGH
normal,341.0,J4,7,5,2.89,13.14,CRITICAL
normal,346.0,J1,9,6,4.41,12.0,HIGH
normal,346.0,J2,12,8,4.21,8.83,HIGH
normal,346.0,J3,10,5,5.92,8.5,MODERATE
normal,346.0,J4,7,5,2.44,16.71,CRITICAL
normal,351.0,J1,10,7,3.19,13.8,HIGH
normal,351.0,J2,13,9,4.16,10.85,HIGH
normal,351.0,J3,9,7,2.24,12.22,CRITICAL
normal,351.0,J4,9,6,3.26,16.0,HIGH
normal,356.0,J1,12,7,3.87,14.42,HIGH
normal,356.0,J2,13,10,2.92,13.85,CRITICAL
normal,356.0,J3,10,7,3.53,14.5,HIGH
normal,356.0,J4,8,6,3.4,21.75,HIGH
normal,361.0,J1,13,8,4.38,4.15,HIGH
normal,361.0,J2,13,11,2.02,8.0,CRITICAL
normal,361.0,J3,12,9,2.53,5.5,CRITICAL
normal,361.0,J4,10,9,2.06,5.3,CRITICAL
normal,366.0,J1,12,1,8.27,0.17,MODERATE
normal,366.0,J2,14,3,6.31,0.0,MODERATE
normal,366.0,J3,12,2,6.94,0.33,MODERATE
normal,366.0,J4,9,1,8.27,0.56,MODERATE
normal,371.0,J1,14,4,8.78,0.64,MODERATE
normal,371.0,J2,11,2,9.26,0.45,MODERATE
normal,371.0,J3,13,3,9.12,1.08,MODERATE
normal,371.0,J4,11,2,9.82,1.0,MODERATE
normal,376.0,J1,13,4,7.75,2.15,MODERATE
normal,376.0,J2,5,2,7.53,3.0,MODERATE
normal,376.0,J3,9,3,8.41,3.22,MODERATE
normal,376.0,J4,13,3,9.06,1.62,MODERATE
normal,381.0,J1,10,5,5.25,5.1,MODERATE
normal,381.0,J2,6,3,6.38,4.17,MODERATE
normal,381.0,J3,7,4,5.04,6.57,MODERATE
normal,381.0,J4,8,2,8.36,3.88,MODERATE
normal,386.0,J1,10,7,3.88,7.7,HIGH
normal,386.0,J2,6,3,5.82,6.5,MODERATE
normal,386.0,J3,9,5,5.46,7.33,MODERATE
normal,386.0,J4,6,2,7.99,6.83,MODERATE
normal,391.0,J1,11,8,3.0,9.91,HIGH
normal,391.0,J2,5,3,4.16,10.8,HIGH
normal,391.0,J3,9,5,5.77,9.78,MODERATE
normal,391.0,J4,7,4,5.89,7.71,MODERATE
normal,396.0,J1,12,8,3.9,12.0,HIGH
normal,396.0,J2,7,4,5.02,10.43,MODERATE
normal,396.0,J3,9,6,3.51,12.67,HIGH
normal,396.0,J4,6,3,6.26,11.5,MODERATE
normal,401.0,J1,12,9,2.79,15.42,CRITICAL
normal,401.0,J2,6,4,3.3,15.5,HIGH
normal,401.0,J3,10,7,3.24,14.4,HIGH
normal,401.0,J4,7,4,5.59,12.0,MODERATE
normal,406.0,J1,14,11,2.47,8.29,CRITICAL
normal,406.0,J2,8,6,3.33,2.0,HIGH
normal,406.0,J3,11,7,4.58,5.18,HIGH
normal,406.0,J4,7,6,2.2,0.71,CRITICAL
normal,411.0,J1,14,6,5.01,0.43,HIGH
normal,411.0,J2,8,2,7.47,0.62,MODERATE
normal,411.0,J3,11,3,6.01,0.09,MODERATE
normal,411.0,J4,7,2,7.78,1.0,MODERATE
normal,416.0,J1,15,3,7.76,1.2,HIGH
normal,416.0,J2,11,2,9.15,1.36,MODERATE
normal,416.0,J3,8,3,7.09,1.88,MODERATE
normal,416.0,J4,11,2,8.77,1.55,MODERATE
normal,421.0,J1,9,3,6.15,3.67,MODERATE
normal,421.0,J2,14,3,8.35,1.93,MODERATE
normal,421.0,J3,7,3,5.98,4.29,MODERATE
normal,421.0,J4,9,4,6.34,3.44,MODERATE
normal,426.0,J1,8,5,4.85,6.5,HIGH
normal,426.0,J2,13,4,7.2,3.38,MODERATE
normal,426.0,J3,7,4,4.34,6.71,HIGH
normal,426.0,J4,7,3,7.03,6.57,MODERATE
normal,431.0,J1,7,5,2.96,10.57,CRITICAL
normal,431.0,J2,12,7,4.7,5.58,HIGH
normal,431.0,J3,8,5,4.56,8.38,HIGH
normal,431.0,J4,5,3,3.07,12.2,HIGH
normal,436.0,J1,11,6,4.64,9.0,HIGH
normal,436.0,J2,11,8,2.93,9.09,CRITICAL
normal,436.0,J3,8,6,1.81,11.62,CRITICAL
normal,436.0,J4,7,4,4.69,11.29,HIGH
normal,441.0,J1,11,7,3.87,11.73,HIGH
normal,441.0,J2,12,8,2.91,11.5,CRITICAL
normal,441.0,J3,10,6,4.08,12.3,HIGH
normal,441.0,J4,6,4,3.76,16.5,HIGH
normal,446.0,J1,11,7,4.5,14.73,HIGH
normal,446.0,J2,14,8,3.68,12.71,HIGH
normal,446.0,J3,11,7,3.8,14.09,HIGH
normal,446.0,J4,7,6,1.63,17.43,CRITICAL
normal,451.0,J1,12,9,3.0,6.17,CRITICAL
normal,451.0,J2,16,11,2.48,8.69,CRITICAL
normal,451.0,J3,10,8,3.14,7.0,HIGH
normal,451.0,J4,9,5,5.75,2.89,MODERATE
normal,456.0,J1,12,2,7.26,0.5,MODERATE
normal,456.0,J2,18,8,4.69,0.61,HIGH
normal,456.0,J3,10,1,7.92,0.0,MODERATE
normal,456.0,J4,8,2,6.82,0.25,MODERATE
normal,461.0,J1,12,3,8.92,1.5,MODERATE
normal,461.0,J2,17,4,7.72,1.53,HIGH
normal,461.0,J3,13,1,11.73,0.15,MODERATE
normal,461.0,J4,11,3,9.09,1.18,MODERATE
normal,466.0,J1,10,3,6.9,3.3,MODERATE
normal,466.0,J2,10,5,5.2,4.9,MODERATE
normal,466.0,J3,9,3,8.69,0.78,MODERATE
normal,466.0,J4,11,3,8.43,2.55,MODERATE
normal,471.0,J1,9,4,6.17,5.78,MODERATE
normal,471.0,J2,9,5,5.89,8.22,MODERATE
normal,471.0,J3,6,2,8.59,2.5,MODERATE
normal,471.0,J4,11,4,7.48,4.0,MODERATE
normal,476.0,J1,10,5,5.94,7.3,MODERATE
normal,476.0,J2,9,7,3.08,11.11,HIGH
normal,476.0,J3,6,3,5.24,4.17,MODERATE
normal,476.0,J4,7,4,4.99,9.14,HIGH
normal,481.0,J1,9,7,2.59,11.0,CRITICAL
normal,481.0,J2,11,6,5.18,11.82,HIGH
normal,481.0,J3,8,4,6.39,4.88,MODERATE
normal,481.0,J4,7,4,4.94,12.0,HIGH
normal,486.0,J1,10,7,3.56,13.0,HIGH
normal,486.0,J2,11,8,2.99,14.64,CRITICAL
normal,486.0,J3,8,4,6.17,7.0,MODERATE
normal,486.0,J4,8,4,5.91,13.0,MODERATE
normal,491.0,J1,13,8,4.68,12.69,HIGH
normal,491.0,J2,12,7,4.93,16.33,HIGH
normal,491.0,J3,8,5,4.16,9.5,HIGH
normal,491.0,J4,8,6,2.91,15.75,CRITICAL
normal,496.0,J1,13,8,3.62,6.23,HIGH
normal,496.0,J2,12,9,3.01,5.67,HIGH
normal,496.0,J3,8,5,5.38,4.25,MODERATE
normal,496.0,J4,10,5,6.04,0.7,MODERATE
normal,501.0,J1,14,3,6.71,0.29,MODERATE
normal,501.0,J2,12,3,7.21,0.58,MODERATE
normal,501.0,J3,10,1,8.38,0.1,MODERATE
normal,501.0,J4,8,2,7.13,0.12,MODERATE
normal,506.0,J1,15,5,8.4,1.27,HIGH
normal,506.0,J2,14,4,9.05,1.36,MODERATE
normal,506.0,J3,10,3,8.96,0.8,MODERATE
normal,506.0,J4,12,4,8.32,0.92,MODERATE
normal,511.0,J1,10,4,7.37,3.8,MODERATE
normal,511.0,J2,11,5,6.7,3.09,MODERATE
normal,511.0,J3,5,3,4.08,3.8,HIGH
normal,511.0,J4,8,4,5.84,3.75,MODERATE
normal,516.0,J1,8,5,4.79,7.25,HIGH
normal,516.0,J2,11,4,6.48,4.73,MODERATE
normal,516.0,J3,7,4,4.3,4.86,HIGH
normal,516.0,J4,6,5,1.87,8.5,CRITICAL
normal,521.0,J1,9,6,3.67,9.11,HIGH
normal,521.0,J2,11,7,4.52,6.73,HIGH
normal,521.0,J3,8,4,4.94,6.5,HIGH
normal,521.0,J4,9,5,4.88,8.44,HIGH
normal,526.0,J1,9,6,4.21,12.11,HIGH
normal,526.0,J2,12,8,4.16,8.75,HIGH
normal,526.0,J3,8,6,3.15,9.0,HIGH
normal,526.0,J4,8,5,3.77,12.62,HIGH
normal,531.0,J1,10,7,3.65,13.9,HIGH
normal,531.0,J2,13,9,3.99,10.77,HIGH
normal,531.0,J3,9,6,3.81,10.67,HIGH
normal,531.0,J4,8,6,1.84,16.25,CRITICAL
normal,536.0,J1,12,8,3.52,14.5,HIGH
normal,536.0,J2,13,10,2.7,13.77,CRITICAL
normal,536.0,J3,10,7,2.82,12.6,CRITICAL
normal,536.0,J4,9,6,4.0,17.78,HIGH
normal,541.0,J1,13,9,3.89,4.23,HIGH
normal,541.0,J2,14,11,2.89,7.07,CRITICAL
normal,541.0,J3,10,7,3.36,5.1,HIGH
normal,541.0,J4,11,9,2.36,4.45,CRITICAL
normal,546.0,J1,11,2,7.57,0.55,MODERATE
normal,546.0,J2,14,4,5.68,0.0,MODERATE
normal,546.0,J3,10,1,7.59,0.0,MODERATE
normal,546.0,J4,10,3,6.63,1.0,MODERATE
normal,551.0,J1,14,3,9.72,1.21,MODERATE
normal,551.0,J2,12,2,9.49,0.83,MODERATE
normal,551.0,J3,10,1,11.04,0.4,MODERATE
normal,551.0,J4,13,3,10.09,1.92,MODERATE
normal,556.0,J1,12,3,8.21,2.67,MODERATE
normal,556.0,J2,6,3,6.36,3.33,MODERATE
normal,556.0,J3,6,2,7.11,1.67,MODERATE
normal,556.0,J4,12,3,8.65,3.33,MODERATE
normal,561.0,J1,8,4,5.5,6.38,MODERATE
normal,561.0,J2,5,3,4.1,6.6,HIGH
normal,561.0,J3,7,3,7.0,2.86,MODERATE
normal,561.0,J4,10,4,7.23,5.7,MODERATE
normal,566.0,J1,9,5,4.71,8.0,HIGH
normal,566.0,J2,6,3,5.89,8.0,MODERATE
normal,566.0,J3,6,3,6.0,5.33,MODERATE
normal,566.0,J4,8,4,5.75,9.62,MODERATE
normal,571.0,J1,12,7,4.87,8.17,HIGH
normal,571.0,J2,6,4,3.56,11.0,HIGH
normal,571.0,J3,7,4,4.89,6.71,HIGH
normal,571.0,J4,8,4,6.45,12.12,MODERATE
normal,576.0,J1,11,7,4.51,11.64,HIGH
normal,576.0,J2,7,4,4.54,12.29,HIGH
normal,576.0,J3,6,4,3.94,11.17,HIGH
normal,576.0,J4,7,5,3.76,17.0,HIGH
normal,581.0,J1,12,8,3.28,13.58,HIGH
normal,581.0,J2,7,5,2.78,15.57,CRITICAL
normal,581.0,J3,9,5,5.28,9.89,MODERATE
normal,581.0,J4,9,5,5.1,16.0,MODERATE
normal,586.0,J1,13,9,2.65,6.23,CRITICAL
normal,586.0,J2,8,6,3.68,3.25,HIGH
normal,586.0,J3,10,7,3.07,4.4,HIGH
normal,586.0,J4,8,6,3.28,1.62,HIGH
normal,591.0,J1,12,3,5.66,0.33,MODERATE
normal,591.0,J2,10,2,7.19,0.5,MODERATE
normal,591.0,J3,11,3,6.54,0.91,MODERATE
normal,591.0,J4,7,2,8.3,1.0,MODERATE
normal,596.0,J1,12,2,8.68,0.83,MODERATE
normal,596.0,J2,13,2,9.95,1.0,MODERATE
normal,596.0,J3,9,3,8.17,2.78,MODERATE
normal,596.0,J4,11,2,9.97,1.55,MODERATE
normal,601.0,J1,8,2,7.62,2.5,MODERATE
normal,601.0,J2,14,3,8.52,1.79,MODERATE
normal,601.0,J3,9,4,5.19,4.56,MODERATE
normal,601.0,J4,5,4,2.59,5.8,CRITICAL
normal,606.0,J1,7,4,5.57,4.71,MODERATE
normal,606.0,J2,11,4,6.38,3.73,MODERATE
normal,606.0,J3,8,4,5.97,7.62,MODERATE
normal,606.0,J4,6,3,5.88,7.33,MODERATE
normal,611.0,J1,7,4,5.2,6.86,MODERATE
normal,611.0,J2,11,7,4.27,6.0,HIGH
normal,611.0,J3,8,6,2.58,10.38,CRITICAL
normal,611.0,J4,6,4,4.85,9.83,HIGH
normal,616.0,J1,8,5,4.78,8.5,HIGH
normal,616.0,J2,11,8,2.8,9.09,CRITICAL
normal,616.0,J3,9,6,3.62,12.56,HIGH
normal,616.0,J4,6,4,3.07,13.0,HIGH
normal,621.0,J1,9,6,3.3,10.33,HIGH
normal,621.0,J2,13,8,3.92,10.69,HIGH
normal,621.0,J3,11,8,2.7,13.36,CRITICAL
normal,621.0,J4,7,4,5.07,14.0,MODERATE
normal,626.0,J1,9,6,3.9,13.67,HIGH
normal,626.0,J2,13,9,3.25,14.0,HIGH
