scenario,timestamp,junction,vehicle_count,queue_length,average_speed,average_waiting,congestion_level
high,236.0,J1,25,8,7.04,1.28,CRITICAL
high,236.0,J2,16,5,8.06,1.75,HIGH
high,236.0,J3,16,3,8.95,0.81,HIGH
high,236.0,J4,14,4,7.95,1.79,MODERATE
high,241.0,J1,22,6,7.08,2.68,HIGH
high,241.0,J2,18,6,7.01,2.89,HIGH
high,241.0,J3,11,6,5.63,2.55,HIGH
high,241.0,J4,16,4,8.3,2.81,HIGH
high,246.0,J1,17,9,5.45,5.35,HIGH
high,246.0,J2,20,7,6.31,4.1,HIGH
high,246.0,J3,10,5,6.01,4.8,MODERATE
high,246.0,J4,10,5,5.72,6.6,MODERATE
high,251.0,J1,16,10,4.71,8.0,CRITICAL
high,251.0,J2,20,10,5.28,6.25,CRITICAL
high,251.0,J3,10,7,3.75,7.1,HIGH
high,251.0,J4,10,6,4.07,9.2,HIGH
high,256.0,J1,15,11,3.41,11.53,CRITICAL
high,256.0,J2,19,12,3.82,9.26,CRITICAL
high,256.0,J3,11,8,3.0,9.55,HIGH
high,256.0,J4,10,6,5.32,12.2,HIGH
high,261.0,J1,17,12,3.71,13.12,CRITICAL
high,261.0,J2,18,13,2.53,13.11,CRITICAL
high,261.0,J3,12,8,3.65,11.92,HIGH
high,261.0,J4,11,7,4.58,13.91,HIGH
high,266.0,J1,17,13,2.94,16.35,CRITICAL
high,266.0,J2,20,15,2.59,15.25,CRITICAL
high,266.0,J3,13,9,3.21,14.15,HIGH
high,266.0,J4,12,8,3.74,15.67,HIGH
high,271.0,J1,18,15,2.41,9.44,CRITICAL
high,271.0,J2,22,17,2.31,11.36,CRITICAL
high,271.0,J3,16,12,2.98,7.31,CRITICAL
high,271.0,J4,11,8,3.51,5.64,HIGH
high,276.0,J1,17,5,6.13,0.35,HIGH
high,276.0,J2,23,14,3.3,2.0,CRITICAL
high,276.0,J3,17,4,5.52,0.29,HIGH
high,276.0,J4,11,1,7.6,0.18,MODERATE
high,281.0,J1,20,4,8.66,0.95,HIGH
high,281.0,J2,25,6,6.9,0.96,CRITICAL
high,281.0,J3,19,3,9.48,0.95,HIGH
high,281.0,J4,12,2,10.35,0.67,MODERATE
high,286.0,J1,17,4,8.33,2.18,HIGH
high,286.0,J2,20,5,7.51,2.2,HIGH
high,286.0,J3,17,4,8.77,2.0,HIGH
high,286.0,J4,11,2,9.52,1.64,MODERATE
high,291.0,J1,15,7,6.26,4.07,HIGH
high,291.0,J2,14,5,6.51,4.86,MODERATE
high,291.0,J3,14,5,6.88,3.93,MODERATE
high,291.0,J4,15,3,8.59,2.0,HIGH
high,296.0,J1,14,7,5.06,6.57,HIGH
high,296.0,J2,13,7,5.82,7.38,HIGH
high,296.0,J3,13,7,5.81,6.31,HIGH
high,296.0,J4,13,3,8.88,3.46,MODERATE
high,301.0,J1,15,10,3.58,8.6,CRITICAL
high,301.0,J2,12,7,4.91,10.5,HIGH
high,301.0,J3,12,7,4.56,9.67,HIGH
high,301.0,J4,11,4,7.02,5.55,MODERATE
high,306.0,J1,17,12,3.69,10.53,CRITICAL
high,306.0,J2,12,8,3.68,13.42,HIGH
high,306.0,J3,12,9,2.9,12.75,CRITICAL
high,306.0,J4,9,4,7.19,9.0,MODERATE
high,311.0,J1,19,12,4.03,12.37,CRITICAL
high,311.0,J2,14,9,4.39,14.21,HIGH
high,311.0,J3,14,10,3.7,13.93,CRITICAL
high,311.0,J4,9,5,4.94,11.33,HIGH
high,316.0,J1,18,13,2.81,9.67,CRITICAL
high,316.0,J2,14,10,3.56,5.57,CRITICAL
high,316.0,J3,16,12,2.79,7.31,CRITICAL
high,316.0,J4,9,6,4.75,2.44,HIGH
high,321.0,J1,20,11,4.29,0.45,CRITICAL
high,321.0,J2,16,3,6.2,0.38,HIGH
high,321.0,J3,17,7,4.94,0.59,HIGH
high,321.0,J4,11,2,7.5,0.55,MODERATE
high,326.0,J1,23,4,7.71,0.74,HIGH
high,326.0,J2,17,5,7.74,1.35,HIGH
high,326.0,J3,16,5,7.66,1.88,HIGH
high,326.0,J4,13,3,9.75,1.62,MODERATE
high,331.0,J1,17,4,7.96,1.94,HIGH
high,331.0,J2,21,8,6.28,2.29,HIGH
high,331.0,J3,11,6,5.28,4.91,HIGH
high,331.0,J4,13,4,7.74,2.77,MODERATE
high,336.0,J1,11,5,5.81,5.0,MODERATE
high,336.0,J2,21,9,5.73,4.19,HIGH
high,336.0,J3,10,8,2.89,8.3,CRITICAL
high,336.0,J4,9,4,7.11,6.22,MODERATE
high,341.0,J1,14,6,6.34,5.93,HIGH
high,341.0,J2,21,11,4.8,6.38,CRITICAL
high,341.0,J3,12,8,4.08,10.0,HIGH
high,341.0,J4,9,5,5.13,8.67,MODERATE
high,346.0,J1,15,8,5.61,7.73,HIGH
high,346.0,J2,17,12,3.11,11.0,CRITICAL
high,346.0,J3,14,10,3.02,11.5,CRITICAL
high,346.0,J4,8,6,2.85,12.88,CRITICAL
high,351.0,J1,13,9,3.58,11.92,HIGH
high,351.0,J2,21,14,3.49,11.76,CRITICAL
high,351.0,J3,15,11,2.95,13.93,CRITICAL
high,351.0,J4,10,6,4.76,13.1,HIGH
high,356.0,J1,14,10,3.37,14.21,CRITICAL
high,356.0,J2,21,16,2.88,15.05,CRITICAL
high,356.0,J3,15,11,2.53,17.4,CRITICAL
high,356.0,J4,10,7,2.99,16.1,CRITICAL
high,361.0,J1,18,15,2.7,6.89,CRITICAL
high,361.0,J2,21,18,1.85,12.67,CRITICAL
high,361.0,J3,18,15,2.32,8.39,CRITICAL
high,361.0,J4,11,8,3.89,3.55,HIGH
high,366.0,J1,20,7,5.75,0.5,HIGH
high,366.0,J2,25,12,4.15,1.68,CRITICAL
high,366.0,J3,17,4,6.05,0.59,HIGH
high,366.0,J4,9,2,8.08,0.0,MODERATE
high,371.0,J1,22,5,8.6,1.23,HIGH
high,371.0,J2,24,10,6.03,0.79,CRITICAL
high,371.0,J3,18,3,8.74,0.94,HIGH
high,371.0,J4,12,2,9.92,0.75,MODERATE
high,376.0,J1,20,6,8.39,2.6,HIGH
high,376.0,J2,20,4,6.56,1.8,HIGH
high,376.0,J3,14,5,7.97,2.57,MODERATE
high,376.0,J4,12,4,6.61,1.67,MODERATE
high,381.0,J1,16,9,5.43,5.19,HIGH
high,381.0,J2,14,4,6.49,4.0,MODERATE
high,381.0,J3,13,5,7.08,4.46,MODERATE
high,381.0,J4,16,3,8.26,2.19,HIGH
high,386.0,J1,15,10,4.14,8.07,CRITICAL
high,386.0,J2,14,6,6.95,5.71,HIGH
high,386.0,J3,12,7,5.43,6.92,HIGH
high,386.0,J4,15,4,7.3,3.33,HIGH
high,391.0,J1,16,10,3.72,10.25,CRITICAL
high,391.0,J2,10,6,5.05,10.5,HIGH
high,391.0,J3,13,8,4.89,8.77,HIGH
high,391.0,J4,15,4,8.07,4.53,HIGH
high,396.0,J1,17,11,3.46,12.65,CRITICAL
high,396.0,J2,12,7,5.02,11.25,HIGH
high,396.0,J3,14,9,4.29,10.71,HIGH
high,396.0,J4,12,6,6.0,7.33,HIGH
high,401.0,J1,21,15,3.5,13.14,CRITICAL
high,401.0,J2,13,7,4.5,13.08,HIGH
high,401.0,J3,15,10,4.18,12.67,CRITICAL
high,401.0,J4,10,5,6.47,11.3,MODERATE
high,406.0,J1,20,16,2.44,9.0,CRITICAL
high,406.0,J2,16,10,4.11,3.38,CRITICAL
high,406.0,J3,16,10,3.56,7.06,CRITICAL
high,406.0,J4,10,8,3.01,2.8,HIGH
high,411.0,J1,20,7,4.33,0.65,HIGH
high,411.0,J2,15,5,5.53,0.87,HIGH
high,411.0,J3,16,5,5.36,0.38,HIGH
high,411.0,J4,10,3,6.53,0.8,MODERATE
high,416.0,J1,21,4,7.71,0.86,HIGH
high,416.0,J2,19,7,7.57,2.0,HIGH
high,416.0,J3,16,6,7.03,1.56,HIGH
high,416.0,J4,14,3,9.97,1.64,MODERATE
high,421.0,J1,17,4,7.6,1.94,HIGH
high,421.0,J2,20,8,7.17,3.5,HIGH
high,421.0,J3,12,6,6.3,4.17,HIGH
high,421.0,J4,12,4,8.13,3.17,MODERATE
high,426.0,J1,12,5,5.99,4.42,MODERATE
high,426.0,J2,18,9,5.51,6.06,HIGH
high,426.0,J3,10,7,4.11,7.5,HIGH
high,426.0,J4,10,5,6.03,5.8,MODERATE
high,431.0,J1,11,6,5.06,7.27,HIGH
high,431.0,J2,20,12,4.68,7.75,CRITICAL
high,431.0,J3,12,8,3.05,9.25,HIGH
high,431.0,J4,9,5,5.78,8.89,MODERATE
high,436.0,J1,13,7,5.33,8.62,HIGH
high,436.0,J2,18,12,3.26,11.67,CRITICAL
high,436.0,J3,13,8,3.9,11.62,HIGH
high,436.0,J4,10,6,4.68,10.5,HIGH
high,441.0,J1,16,8,5.31,9.38,HIGH
high,441.0,J2,19,14,2.75,14.42,CRITICAL
high,441.0,J3,16,12,3.2,12.06,CRITICAL
high,441.0,J4,9,7,2.23,15.0,CRITICAL
high,446.0,J1,14,10,3.26,13.86,CRITICAL
high,446.0,J2,22,16,2.66,15.55,CRITICAL
high,446.0,J3,16,11,3.73,15.44,CRITICAL
high,446.0,J4,10,7,3.24,16.7,HIGH
high,451.0,J1,15,10,3.46,8.0,CRITICAL
high,451.0,J2,25,20,2.47,11.56,CRITICAL
high,451.0,J3,16,13,2.23,8.62,CRITICAL
high,451.0,J4,12,9,2.79,3.67,CRITICAL
high,456.0,J1,16,7,5.19,0.19,HIGH
high,456.0,J2,27,17,3.22,1.93,CRITICAL
high,456.0,J3,17,6,4.77,0.12,HIGH
high,456.0,J4,10,3,7.18,0.7,MODERATE
high,461.0,J1,19,3,8.57,0.84,HIGH
high,461.0,J2,30,11,5.56,1.17,CRITICAL
high,461.0,J3,19,3,9.5,0.53,HIGH
high,461.0,J4,11,4,7.48,2.0,MODERATE
high,466.0,J1,19,4,8.78,1.79,HIGH
high,466.0,J2,21,6,6.18,2.76,HIGH
high,466.0,J3,14,3,9.55,1.43,MODERATE
high,466.0,J4,16,4,8.03,2.5,HIGH
high,471.0,J1,14,6,5.89,4.07,HIGH
high,471.0,J2,18,6,6.25,4.89,HIGH
high,471.0,J3,12,4,7.92,2.92,MODERATE
high,471.0,J4,14,4,7.85,4.29,MODERATE
high,476.0,J1,13,7,5.22,6.85,HIGH
high,476.0,J2,14,8,5.35,8.71,HIGH
high,476.0,J3,10,6,5.07,5.5,HIGH
high,476.0,J4,17,5,7.44,4.82,HIGH
high,481.0,J1,17,10,4.73,7.41,CRITICAL
high,481.0,J2,14,8,4.55,11.36,HIGH
high,481.0,J3,12,7,5.1,6.83,HIGH
high,481.0,J4,16,6,6.98,6.69,HIGH
high,486.0,J1,17,10,4.37,9.94,CRITICAL
high,486.0,J2,15,9,5.05,13.27,HIGH
high,486.0,J3,11,7,4.43,10.18,HIGH
high,486.0,J4,12,6,5.29,11.17,HIGH
high,491.0,J1,18,12,3.31,12.22,CRITICAL
high,491.0,J2,14,10,3.09,17.43,CRITICAL
high,491.0,J3,12,8,4.2,12.17,HIGH
high,491.0,J4,13,8,4.83,12.62,HIGH
high,496.0,J1,19,14,2.77,8.47,CRITICAL
high,496.0,J2,16,10,3.42,8.38,CRITICAL
high,496.0,J3,15,9,3.5,7.2,HIGH
high,496.0,J4,12,7,4.62,3.17,HIGH
high,501.0,J1,21,11,4.36,0.48,CRITICAL
high,501.0,J2,15,3,6.41,0.47,HIGH
high,501.0,J3,16,4,6.1,0.56,HIGH
high,501.0,J4,12,3,5.97,0.5,MODERATE
high,506.0,J1,22,4,7.3,1.0,HIGH
high,506.0,J2,17,4,8.58,1.41,HIGH
high,506.0,J3,16,5,8.26,1.56,HIGH
high,506.0,J4,15,5,8.11,1.67,HIGH
high,511.0,J1,18,6,6.9,2.33,HIGH
high,511.0,J2,16,6,7.57,2.88,HIGH
high,511.0,J3,13,6,5.8,3.85,HIGH
high,511.0,J4,14,5,7.53,3.36,MODERATE
high,516.0,J1,13,7,5.48,5.15,HIGH
high,516.0,J2,18,8,6.36,4.28,HIGH
high,516.0,J3,12,7,5.06,6.42,HIGH
high,516.0,J4,10,6,4.42,7.2,HIGH
high,521.0,J1,13,8,4.96,7.54,HIGH
high,521.0,J2,18,9,5.37,6.39,HIGH
high,521.0,J3,13,8,4.23,8.54,HIGH
high,521.0,J4,10,7,3.72,10.0,HIGH
high,526.0,J1,13,9,3.92,10.31,HIGH
high,526.0,J2,18,11,3.92,8.89,CRITICAL
high,526.0,J3,14,9,4.13,10.79,HIGH
high,526.0,J4,10,7,3.52,13.2,HIGH
high,531.0,J1,15,9,4.53,11.67,HIGH
high,531.0,J2,20,12,4.19,10.6,CRITICAL
high,531.0,J3,15,10,3.16,13.2,CRITICAL
high,531.0,J4,11,8,2.83,15.18,CRITICAL
high,536.0,J1,16,10,3.95,13.75,CRITICAL
high,536.0,J2,21,16,3.02,13.14,CRITICAL
high,536.0,J3,16,12,3.01,15.69,CRITICAL
high,536.0,J4,11,8,3.45,18.73,HIGH
high,541.0,J1,18,13,2.89,6.11,CRITICAL
high,541.0,J2,21,18,1.88,10.67,CRITICAL
high,541.0,J3,17,12,3.97,8.29,CRITICAL
high,541.0,J4,12,9,3.36,7.42,HIGH
high,546.0,J1,19,6,5.41,0.68,HIGH
high,546.0,J2,22,13,3.82,1.5,CRITICAL
high,546.0,J3,16,7,4.74,0.19,HIGH
high,546.0,J4,11,1,7.08,0.09,MODERATE
high,551.0,J1,20,5,8.64,1.65,HIGH
high,551.0,J2,24,8,6.32,0.79,HIGH
high,551.0,J3,19,4,8.1,0.74,HIGH
high,551.0,J4,12,2,9.45,0.83,MODERATE
high,556.0,J1,19,6,7.85,3.11,HIGH
high,556.0,J2,17,4,7.28,2.24,HIGH
high,556.0,J3,17,5,7.62,1.71,HIGH
high,556.0,J4,12,2,9.91,1.67,MODERATE
high,561.0,J1,16,8,5.07,5.69,HIGH
high,561.0,J2,15,5,8.02,3.87,HIGH
high,561.0,J3,15,5,7.15,3.27,HIGH
high,561.0,J4,12,3,8.27,2.58,MODERATE
high,566.0,J1,16,10,4.83,8.12,CRITICAL
high,566.0,J2,11,6,5.03,7.55,HIGH
high,566.0,J3,11,5,5.74,6.64,MODERATE
high,566.0,J4,15,3,9.14,3.07,HIGH
high,571.0,J1,15,10,3.61,11.6,CRITICAL
high,571.0,J2,13,6,5.83,8.62,HIGH
high,571.0,J3,12,7,5.23,8.5,HIGH
high,571.0,J4,11,4,7.11,5.64,MODERATE
high,576.0,J1,17,11,3.74,13.24,CRITICAL
high,576.0,J2,12,7,4.93,11.92,HIGH
high,576.0,J3,12,8,4.19,11.33,HIGH
high,576.0,J4,9,4,6.61,9.11,MODERATE
high,581.0,J1,19,14,2.76,14.89,CRITICAL
high,581.0,J2,14,8,5.03,12.71,HIGH
high,581.0,J3,13,9,3.86,13.46,HIGH
high,581.0,J4,8,5,4.01,13.0,HIGH
high,586.0,J1,21,17,2.14,10.43,CRITICAL
high,586.0,J2,14,11,2.84,4.36,CRITICAL
high,586.0,J3,14,11,2.64,7.07,CRITICAL
high,586.0,J4,11,7,3.53,2.27,HIGH
high,591.0,J1,23,13,3.49,0.96,CRITICAL
high,591.0,J2,14,4,5.82,0.93,MODERATE
high,591.0,J3,16,3,6.2,0.44,HIGH
high,591.0,J4,11,4,6.49,1.0,MODERATE
high,596.0,J1,26,9,6.33,1.04,CRITICAL
high,596.0,J2,14,5,7.11,2.21,MODERATE
high,596.0,J3,14,3,9.03,1.29,MODERATE
high,596.0,J4,15,5,7.95,1.87,HIGH
high,601.0,J1,23,5,7.69,2.26,HIGH
high,601.0,J2,18,7,6.46,3.06,HIGH
high,601.0,J3,11,6,5.42,3.36,HIGH
high,601.0,J4,14,6,6.67,3.71,HIGH
high,606.0,J1,16,8,5.2,4.94,HIGH
high,606.0,J2,21,7,6.75,4.1,HIGH
high,606.0,J3,12,6,6.35,5.17,HIGH
high,606.0,J4,11,6,5.22,7.27,HIGH
high,611.0,J1,13,9,3.69,8.77,HIGH
high,611.0,J2,22,10,5.84,5.59,CRITICAL
high,611.0,J3,11,7,4.89,8.09,HIGH
high,611.0,J4,10,7,3.06,11.0,HIGH
high,616.0,J1,15,10,3.9,10.33,CRITICAL
high,616.0,J2,19,12,4.04,9.26,CRITICAL
high,616.0,J3,13,9,3.66,9.46,HIGH
high,616.0,J4,10,7,3.88,14.5,HIGH
high,621.0,J1,16,11,4.09,12.5,CRITICAL
high,621.0,J2,17,13,2.19,13.88,CRITICAL
high,621.0,J3,14,8,4.49,11.64,HIGH
high,621.0,J4,11,8,2.99,16.36,CRITICAL
high,626.0,J1,17,12,3.84,14.71,CRITICAL
high,626.0,J2,21,16,2.8,14.43,CRITICAL
high,626.0,J3,15,11,2.99,13.93,CRITICAL
high,626.0,J4,12,9,2.59,18.33,CRITICAL
high,631.0,J1,18,13,3.7,7.67,CRITICAL
high,631.0,J2,22,16,2.33,11.09,CRITICAL
high,631.0,J3,16,11,3.39,8.69,CRITICAL
high,631.0,J4,13,10,3.35,7.69,CRITICAL
high,636.0,J1,19,6,5.39,0.16,HIGH
high,636.0,J2,24,15,3.53,1.62,CRITICAL
high,636.0,J3,16,6,5.45,0.12,HIGH
high,636.0,J4,13,4,5.83,0.31,MODERATE
high,641.0,J1,21,5,7.96,1.05,HIGH
high,641.0,J2,27,10,5.85,1.0,CRITICAL
high,641.0,J3,20,3,8.76,0.65,HIGH
high,641.0,J4,13,3,9.67,1.46,MODERATE
high,646.0,J1,19,5,8.22,2.42,HIGH
high,646.0,J2,22,6,6.44,2.36,HIGH
high,646.0,J3,16,3,9.36,1.75,HIGH
high,646.0,J4,12,4,7.02,2.83,MODERATE
